时间,店名,产品,个数
2022/6/8,蜀大侠成都绿地468店（直营店）,和牛串串216g*20,1
2022/6/8,蜀大侠成都绿地468店（直营店）,自然馋黑鱼片500g*20,1
2022/6/8,蜀大侠成都绿地468店（直营店）,八奇牛嫩牛肉1.2kg*10,1
2022/6/8,蜀大侠成都绿地468店（直营店）,自然馋严选千层肚1kg*10,2
2022/6/8,蜀大侠成都绿地468店（直营店）,爆爆滑海鸭蛋虾滑160g*36(鲜美来),1
2022/6/8,蜀大侠成都绿地468店（直营店）,大侠贡菜肉滑1kg*10,1
2022/6/8,蜀大侠成都绿地468店（直营店）,泉润脱骨鸭掌2kg*6,1
2022/6/8,蜀大侠成都绿地468店（直营店）,三头燃油,100
2022/6/8,蜀大侠成都绿地468店（直营店）,八奇牛蓝标肥牛3.572*7,1
2022/6/8,蜀大侠成都绿地468店（直营店）,模拟蟹柳500g*20,1
2022/6/8,蜀大侠成都绿地468店（直营店）,千喜鹤猪脑花(96个),1
2022/6/8,蜀大侠成都绿地468店（直营店）,自然馋麻辣小郡肝1kg*12(蓝标),1
2022/6/8,蜀大侠成都绿地468店（直营店）,自然馋酒酿迷你糍粑7.2kg,1
2022/6/8,蜀大侠成都绿地468店（直营店）,自然馋嫩滑猪肝(椒麻味)1kg*10,1
2022/6/8,蜀大侠成都绿地468店（直营店）,自然馋大刀腰片(金标)500g*20,1
2022/6/8,蜀大侠成都绿地468店（直营店）,八奇牛开心五香麻辣牛肉粒1.2kg*10,1
2022/6/10,蜀大侠成都绿地468店（直营店）,蜀大侠手工底料420g*20(中辣),5
2022/6/10,蜀大侠成都绿地468店（直营店）,蜀大侠复合调味粉120g*75(升级版),1
2022/6/10,蜀大侠成都绿地468店（直营店）,探川混合芝麻酱1kg*10,2
2022/6/10,蜀大侠成都绿地468店（直营店）,蜀大侠牛油火锅底料1.9kg*10（大红锅升级版微辣2.0）,10
2022/6/10,蜀大侠成都绿地468店（直营店）,蜀大侠侠客打锅牛油100g*96,1
2022/6/10,蜀大侠成都绿地468店（直营店）,蜀大侠食用植物调和油65ml*200,5
2022/6/10,蜀大侠成都绿地468店（直营店）,蜀大侠复合调味粉60g*150(升级版),1
2022/6/10,蜀大侠成都绿地468店（直营店）,蜀大侠侠客打锅牛油50g*132,1
2022/6/10,蜀大侠成都绿地468店（直营店）,八奇牛青花椒味火锅牛排1kg*12,1
2022/6/10,蜀大侠成都绿地468店（直营店）,爆爆滑黑虎虾滑500g*20,1
2022/6/10,蜀大侠成都绿地468店（直营店）,滑蛋和牛北极雪3.572kg*7,1
2022/6/10,蜀大侠成都绿地468店（直营店）,调味飞鱼籽1kg*10,1
2022/6/10,蜀大侠成都绿地468店（直营店）,自然馋严选千层肚1kg*10,1
2022/6/10,蜀大侠成都绿地468店（直营店）,冷冻海带1kg*10,1
2022/6/10,蜀大侠成都绿地468店（直营店）,八奇牛嫩牛肉1.2kg*10,1
2022/6/10,蜀大侠成都绿地468店（直营店）,乳白色方盒650ml-150个,2
2022/6/10,蜀大侠成都绿地468店（直营店）,自然馋贡菜5kg,1
2022/6/10,蜀大侠成都绿地468店（直营店）,自然馋大刀腰片(金标)500g*20,1
2022/6/10,蜀大侠成都绿地468店（直营店）,自然馋*美好川味小酥肉1kg*10,1
2022/6/10,蜀大侠成都绿地468店（直营店）,模拟蟹柳500g*20,1
2022/6/10,蜀大侠成都绿地468店（直营店）,自然馋标品牛肉(签签牛肉)1.2kg*8,1
2022/6/12,蜀大侠成都绿地468店（直营店）,菊乐纯牛奶250ml*24,5
2022/6/12,蜀大侠成都绿地468店（直营店）,蜀大侠-笋子牛肉酱,2
2022/6/12,蜀大侠成都绿地468店（直营店）,水蜜桃果蓉1.2kg,2
2022/6/12,蜀大侠成都绿地468店（直营店）,巴西神果(红牛)1kg,3
2022/6/13,蜀大侠成都绿地468店（直营店）,千喜鹤猪脑花(96个),1
2022/6/13,蜀大侠成都绿地468店（直营店）,自然馋大刀腰片(金标)500g*20,1
2022/6/13,蜀大侠成都绿地468店（直营店）,黄天鹅高品质鸡蛋30个,3
2022/6/13,蜀大侠成都绿地468店（直营店）,泉润脱骨鸭掌2kg*6,2
2022/6/13,蜀大侠成都绿地468店（直营店）,八奇牛嫩牛肉1.2kg*10,1
2022/6/13,蜀大侠成都绿地468店（直营店）,自然馋*美好川味小酥肉1kg*10,2
2022/6/13,蜀大侠成都绿地468店（直营店）,自然馋麻辣排骨1.2kg*8,3
2022/6/13,蜀大侠成都绿地468店（直营店）,自然馋麻辣小郡肝1kg*12(蓝标),1
2022/6/13,蜀大侠成都绿地468店（直营店）,八奇牛麻辣牛肉1.2kg*10,4
2022/6/13,蜀大侠成都绿地468店（直营店）,洋风椰蓉抹茶大福500g*10,1
2022/6/13,蜀大侠成都绿地468店（直营店）,模拟蟹柳500g*20,2
2022/6/13,蜀大侠成都绿地468店（直营店）,自然馋黑鱼片500g*20,1
2022/6/13,蜀大侠成都绿地468店（直营店）,爆爆滑大颗粒虾滑1kg*12(鲜美来),3
2022/6/13,蜀大侠成都绿地468店（直营店）,卤肥肠1kg*10,1
2022/6/13,蜀大侠成都绿地468店（直营店）,海霸王虾味饺100g*30,1
2022/6/13,蜀大侠成都绿地468店（直营店）,爆爆滑海鸭蛋虾滑160g*36(鲜美来),2
2022/6/13,蜀大侠成都绿地468店（直营店）,爆爆滑黑虎虾滑500g*20,1
2022/6/13,蜀大侠成都绿地468店（直营店）,峰仔白色恋人330g*14,1
2022/6/13,蜀大侠成都绿地468店（直营店）,墨盒-TN1035(统采),2
2022/6/15,蜀大侠成都绿地468店（直营店）,八奇牛麻辣牛肉1.2kg*10,2
2022/6/15,蜀大侠成都绿地468店（直营店）,八奇牛蓝标肥牛3.572*7,1
2022/6/15,蜀大侠成都绿地468店（直营店）,爆爆滑大颗粒虾滑1kg*12(鲜美来),2
2022/6/15,蜀大侠成都绿地468店（直营店）,模拟蟹柳500g*20,2
2022/6/15,蜀大侠成都绿地468店（直营店）,冷冻海带1kg*10,1
2022/6/15,蜀大侠成都绿地468店（直营店）,大侠贡菜肉滑1kg*10,3
2022/6/15,蜀大侠成都绿地468店（直营店）,自然馋*美好川味小酥肉1kg*10,1
2022/6/18,蜀大侠成都绿地468店（直营店）,蜀大侠牛油火锅底料1.9kg*10（大红锅升级版微辣2.0）,4
2022/6/18,蜀大侠成都绿地468店（直营店）,蜀大侠侠客打锅牛油100g*96,1
2022/6/18,蜀大侠成都绿地468店（直营店）,蜀大侠牛油火锅底料1.65kg*10(中锅升级版),6
2022/6/18,蜀大侠成都绿地468店（直营店）,蜀大侠牛油火锅底料1kg*14(太极锅升级版),6
2022/6/18,蜀大侠成都绿地468店（直营店）,自然馋土豆宽粉180g*50,1
2022/6/18,蜀大侠成都绿地468店（直营店）,蜀大侠侠客打锅牛油50g*132,1
2022/6/18,蜀大侠成都绿地468店（直营店）,探川椒麻包26g*200,1
2022/6/18,蜀大侠成都绿地468店（直营店）,蜀大侠菌汤膏135g*74,1
2022/6/18,蜀大侠成都绿地468店（直营店）,元宝大豆油10L*2,2
2022/6/18,蜀大侠成都绿地468店（直营店）,蜀大侠番茄汤膏300g*50(漫味龙),2
2022/6/18,蜀大侠成都绿地468店（直营店）,元宝牌特选长粒香米25kg,5
2022/6/18,蜀大侠成都绿地468店（直营店）,蜀大侠盒装纸巾(250盒),2
2022/6/13,蜀大侠成都绿地468店（直营店）,蜀大侠无糖薄荷糖2.5kg(陈皮味),1
2022/6/13,蜀大侠成都绿地468店（直营店）,蜀大侠无糖薄荷糖2.5kg(白桃味),1
2022/6/13,蜀大侠成都绿地468店（直营店）,蚊香40/卷(统采),2
2022/6/13,蜀大侠成都绿地468店（直营店）,自然馋嫩滑猪肝(椒麻味)1kg*10,1
2022/6/13,蜀大侠成都绿地468店（直营店）,1000ml圆形打包盒-300个(统采),2
2022/6/13,蜀大侠成都绿地468店（直营店）,空气清新剂(统采),10
2022/6/13,蜀大侠成都绿地468店（直营店）,蜀大侠无糖薄荷糖2.5kg(海盐菠萝味),1
2022/6/13,蜀大侠成都绿地468店（直营店）,一次性勺子黄色-500个(统采),1
2022/6/13,蜀大侠成都绿地468店（直营店）,回形针(统采),10
2022/6/13,蜀大侠成都绿地468店（直营店）,天檀檀香48卷(统采),2
2022/6/13,蜀大侠成都绿地468店（直营店）,胶水鞋40码(统采),3
2022/6/20,蜀大侠成都绿地468店（直营店）,元宝大豆油10L*2,2
2022/6/13,蜀大侠成都绿地468店（直营店）,医用口罩-10个(统采),100
2022/6/15,蜀大侠成都绿地468店（直营店）,捞品荟高钙羔羊肉砖(3.575kg*7),1
2022/6/20,蜀大侠成都绿地468店（直营店）,2021年女士服务员夏装短袖M(上衣+裤子),4
2022/6/18,蜀大侠成都绿地468店（直营店）,红色Polo文化衫M,2
2022/6/18,蜀大侠成都绿地468店（直营店）,红色Polo文化衫L,2
2022/6/19,蜀大侠成都绿地468店（直营店）,糯米锅巴5kg,2
2022/6/21,蜀大侠成都绿地468店（直营店）,红色剪刀(统采),10
2022/6/21,蜀大侠成都绿地468店（直营店）,混色吸水毛巾(统采),15
2022/6/21,蜀大侠成都绿地468店（直营店）,一次性网帽100/个(统采),10
2022/6/27,蜀大侠成都绿地468店（直营店）,卤肥肠1kg*10,1
2022/6/27,蜀大侠成都绿地468店（直营店）,自然馋*美好川味小酥肉1kg*10,5
2022/6/27,蜀大侠成都绿地468店（直营店）,洋风椰蓉抹茶大福500g*10,1
2022/6/27,蜀大侠成都绿地468店（直营店）,千喜鹤猪脑花(96个),1
2022/6/27,蜀大侠成都绿地468店（直营店）,手切羔羊肋排肉1.25kg*14,1
2022/6/27,蜀大侠成都绿地468店（直营店）,自然馋严选千层肚1kg*10,2
2022/6/27,蜀大侠成都绿地468店（直营店）,传统黑豆花400g*18,3
2022/6/27,蜀大侠成都绿地468店（直营店）,峰仔白色恋人330g*14,1
2022/6/27,蜀大侠成都绿地468店（直营店）,大侠贡菜肉滑1kg*10,1
2022/6/27,蜀大侠成都绿地468店（直营店）,水牛脆毛肚2.5kg*4,2
2022/6/27,蜀大侠成都绿地468店（直营店）,爆爆滑海鸭蛋虾滑160g*36(鲜美来),1
2022/6/27,蜀大侠成都绿地468店（直营店）,冷冻海带1kg*10,1
2022/6/27,蜀大侠成都绿地468店（直营店）,自然馋大刀腰片(金标)500g*20,1
2022/6/27,蜀大侠成都绿地468店（直营店）,调味飞鱼籽1kg*10,1
2022/6/27,蜀大侠成都绿地468店（直营店）,模拟蟹柳500g*20,2
2022/6/22,蜀大侠成都绿地468店（直营店）,八奇牛蓝标肥牛3.572*7,2
2022/6/22,蜀大侠成都绿地468店（直营店）,大侠贡菜肉滑1kg*10,1
2022/6/22,蜀大侠成都绿地468店（直营店）,千喜鹤猪脑花(96个),1
2022/6/22,蜀大侠成都绿地468店（直营店）,自然馋贡菜5kg,1
2022/6/22,蜀大侠成都绿地468店（直营店）,火锅虾仁蛋饺120g*24,1
2022/6/22,蜀大侠成都绿地468店（直营店）,捞品荟高钙羔羊肉砖(3.575kg*7),1
2022/6/22,蜀大侠成都绿地468店（直营店）,海霸王虾味饺100g*30,2
2022/6/22,蜀大侠成都绿地468店（直营店）,自然馋麻辣排骨1.2kg*8,1
2022/6/22,蜀大侠成都绿地468店（直营店）,自然馋*美好川味小酥肉1kg*10,1
2022/6/17,蜀大侠成都绿地468店（直营店）,自然馋严选千层肚1kg*10,2
2022/6/17,蜀大侠成都绿地468店（直营店）,爆爆滑海鸭蛋虾滑160g*36(鲜美来),2
2022/6/17,蜀大侠成都绿地468店（直营店）,自然馋麻辣小郡肝1kg*12(蓝标),1
2022/6/17,蜀大侠成都绿地468店（直营店）,八奇牛嫩牛肉1.2kg*10,2
2022/6/17,蜀大侠成都绿地468店（直营店）,自然馋麻辣排骨1.2kg*8,3
2022/6/17,蜀大侠成都绿地468店（直营店）,八奇牛麻辣牛肉1.2kg*10,3
2022/6/17,蜀大侠成都绿地468店（直营店）,冷冻海带1kg*10,1
2022/6/17,蜀大侠成都绿地468店（直营店）,水牛脆毛肚2.5kg*4,2
2022/6/17,蜀大侠成都绿地468店（直营店）,黄天鹅高品质鸡蛋30个,3
2022/6/17,蜀大侠成都绿地468店（直营店）,爆爆滑大颗粒虾滑1kg*12(鲜美来),2
2022/6/17,蜀大侠成都绿地468店（直营店）,爆爆滑黑虎虾滑500g*20,1
2022/6/17,蜀大侠成都绿地468店（直营店）,模拟蟹柳500g*20,2
2022/6/17,蜀大侠成都绿地468店（直营店）,卤肥肠1kg*10,1
2022/6/17,蜀大侠成都绿地468店（直营店）,自然馋*美好川味小酥肉1kg*10,2
2022/6/17,蜀大侠成都绿地468店（直营店）,自然馋贡菜5kg,1
2022/6/27,蜀大侠成都绿地468店（直营店）,蜀大侠复合调味粉60g*150(升级版),2
2022/6/27,蜀大侠成都绿地468店（直营店）,蜀大侠牛油火锅底料1kg*14(太极锅升级版),5
2022/6/27,蜀大侠成都绿地468店（直营店）,蜀大侠牛油火锅底料1.65kg*12（中锅升级版2.0）,10
2022/6/27,蜀大侠成都绿地468店（直营店）,蜀大侠番茄汤膏300g*50(漫味龙),2
2022/6/27,蜀大侠成都绿地468店（直营店）,蜀大侠牛油无渣火锅底料1.75kg*9(升级版),6
2022/6/27,蜀大侠成都绿地468店（直营店）,蜀大侠菌汤膏135g*74,2
2022/6/27,蜀大侠成都绿地468店（直营店）,探川椒麻包26g*200,2
2022/6/27,蜀大侠成都绿地468店（直营店）,天味中式香肠85g*50,1
2022/6/27,蜀大侠成都绿地468店（直营店）,自然馋土豆宽粉180g*50,5
2022/6/27,蜀大侠成都绿地468店（直营店）,探川椒麻包95g*100,1
2022/6/27,蜀大侠成都绿地468店（直营店）,千禾鲜蚝油6kg*2,2
2022/6/27,蜀大侠成都绿地468店（直营店）,蜀大侠侠客打锅牛油50g*132,1
2022/6/27,蜀大侠成都绿地468店（直营店）,蜀大侠牛油火锅底料600g*30(升级版),2
2022/6/27,蜀大侠成都绿地468店（直营店）,自然馋黑土猪火锅午餐肉340g*24,1
2022/6/27,蜀大侠成都绿地468店（直营店）,洁劲洗洁精10kg*2,2
2022/6/27,蜀大侠成都绿地468店（直营店）,笋胡子清水笋片1kg*10,1
2022/6/27,蜀大侠成都绿地468店（直营店）,蜀大侠侠客打锅牛油100g*96,1
2022/6/27,蜀大侠成都绿地468店（直营店）,探川椒麻包110g*100,1
2022/6/27,蜀大侠成都绿地468店（直营店）,自然馋火锅川粉180g*50,4
2022/6/27,蜀大侠成都绿地468店（直营店）,蜀大侠定制包装底料750g*22(外卖升级版),2
2022/6/27,蜀大侠成都绿地468店（直营店）,千禾陈醋5L*2,2
2022/6/23,蜀大侠成都绿地468店（直营店）,300ml玻璃瓶-60个,1
2022/6/23,蜀大侠成都绿地468店（直营店）,寒天晶球1kg,3
2022/6/23,蜀大侠成都绿地468店（直营店）,牛奶味布丁粉1kg,3
2022/6/23,蜀大侠成都绿地468店（直营店）,浦元家冷冻青提汁饮料1kg,3
2022/6/23,蜀大侠成都绿地468店（直营店）,红豆罐头930g,5
2022/6/23,蜀大侠成都绿地468店（直营店）,芒果味布丁粉1kg,3
2022/6/23,蜀大侠成都绿地468店（直营店）,冰糖糖浆2.5kg,5
2022/6/17,蜀大侠成都绿地468店（直营店）,火柴,11
2022/6/17,蜀大侠成都绿地468店（直营店）,外卖锅（玻璃盖燃料版）配漏勺+灭火盖,6
2022/6/17,蜀大侠成都绿地468店（直营店）,三头燃油,8
2022/6/27,蜀大侠成都绿地468店（直营店）,草莓果蓉1.2kg,5
2022/6/27,蜀大侠成都绿地468店（直营店）,浦元家青稞龙珠850g,5
2022/6/27,蜀大侠成都绿地468店（直营店）,浦元家高香小种（红茶）500g,5
2022/6/27,蜀大侠成都绿地468店（直营店）,浦元家绿研茉莉（花茶）500g,5
2022/6/27,蜀大侠成都绿地468店（直营店）,西柚果蓉1.2kg,5
2022/6/27,蜀大侠成都绿地468店（直营店）,浦元家红豆龙珠850g,5
2022/6/27,蜀大侠成都绿地468店（直营店）,牛乳茶1kg,5
2022/6/27,蜀大侠成都绿地468店（直营店）,茉莉柠檬茶酱1.2kg,5
2022/6/27,蜀大侠成都绿地468店（直营店）,元宝牌特选珍珠米25kg,2
2022/6/29,蜀大侠成都绿地468店（直营店）,泉润脱骨鸭掌2kg*6,1
2022/6/29,蜀大侠成都绿地468店（直营店）,自然馋黑鱼片500g*20,1
2022/6/29,蜀大侠成都绿地468店（直营店）,虾美人马面鱼7kg(100g-200g/条）,2
2022/6/29,蜀大侠成都绿地468店（直营店）,八奇牛蓝标肥牛3.575*7,1
2022/6/29,蜀大侠成都绿地468店（直营店）,八奇牛嫩牛肉1.2kg*10,1
2022/6/29,蜀大侠成都绿地468店（直营店）,模拟蟹柳500g*20,2
2022/6/29,蜀大侠成都绿地468店（直营店）,自然馋*美好川味小酥肉1kg*10,2
2022/6/29,蜀大侠成都绿地468店（直营店）,爆爆滑大颗粒虾滑1kg*12(鲜美来),3
2022/6/27,蜀大侠成都绿地468店（直营店）,蜀大侠盒装纸巾(250盒),2
2022/6/27,蜀大侠成都绿地468店（直营店）,蜀大侠一次性纸杯,1
2022/6/27,蜀大侠成都绿地468店（直营店）,探川花生碎1kg*15,1
2022/6/27,蜀大侠成都绿地468店（直营店）,全木浆擦手纸(168-170mm)-24包,1
2022/6/27,蜀大侠成都绿地468店（直营店）,菊乐纯牛奶250ml*24,5
2022/6/27,蜀大侠成都绿地468店（直营店）,珍宝大卷纸,1
2022/6/27,蜀大侠成都绿地468店（直营店）,散片纸10kg(统采),1
2022/7/1,蜀大侠成都绿地468店（直营店）,玻璃冷水壶1700ml(统采),10
2022/6/29,蜀大侠成都绿地468店（直营店）,蜀大侠手工底料420g*20(中辣),5
2022/7/5,蜀大侠成都绿地468店（直营店）,洋风椰蓉抹茶大福500g*10,2
2022/7/3,蜀大侠成都绿地468店（直营店）,蜀大侠盒装纸巾(250盒),3
2022/7/3,蜀大侠成都绿地468店（直营店）,海霸王虾味饺100g*30,1
2022/7/3,蜀大侠成都绿地468店（直营店）,寒天晶球1kg,5
2022/7/3,蜀大侠成都绿地468店（直营店）,滑蛋和牛北极雪3.572kg*7,1
2022/7/3,蜀大侠成都绿地468店（直营店）,爆爆滑大颗粒虾滑1kg*12(鲜美来),1
2022/7/3,蜀大侠成都绿地468店（直营店）,八奇牛蓝标肥牛3.575*7,1
2022/7/3,蜀大侠成都绿地468店（直营店）,自然馋麻辣小郡肝1kg*12(蓝标),1
2022/7/3,蜀大侠成都绿地468店（直营店）,玻璃冷水壶1700ml(统采),1
2022/7/3,蜀大侠成都绿地468店（直营店）,自然馋麻辣排骨1.2kg*8,2
2022/7/3,蜀大侠成都绿地468店（直营店）,大侠贡菜肉滑1kg*10,2
2022/7/3,蜀大侠成都绿地468店（直营店）,八奇牛青花椒味火锅牛排1kg*12,1
2022/7/3,蜀大侠成都绿地468店（直营店）,自然馋酒酿迷你糍粑7.2kg,1
2022/7/3,蜀大侠成都绿地468店（直营店）,自然馋*美好川味小酥肉1kg*10,2
2022/7/3,蜀大侠成都绿地468店（直营店）,自然馋大刀腰片(金标)500g*20,2
2022/7/3,蜀大侠成都绿地468店（直营店）,八奇牛麻辣牛肉1.2kg*10,1
2022/7/3,蜀大侠成都绿地468店（直营店）,黄天鹅高品质鸡蛋30个,3
2022/7/3,蜀大侠成都绿地468店（直营店）,自然馋贡菜5kg,2
2022/7/3,蜀大侠成都绿地468店（直营店）,洋风椰蓉抹茶大福500g*10,2
2022/7/3,蜀大侠成都绿地468店（直营店）,八奇牛嫩牛肉1.2kg*10,1
2022/7/3,蜀大侠成都绿地468店（直营店）,卤肥肠1kg*10,1
2022/7/3,蜀大侠成都绿地468店（直营店）,爆爆滑黑虎虾滑500g*20,1
2022/7/3,蜀大侠成都绿地468店（直营店）,自然馋严选千层肚1kg*10,2
2022/7/5,蜀大侠成都绿地468店（直营店）,模拟蟹柳500g*20,2
2022/7/5,蜀大侠成都绿地468店（直营店）,传统黑豆花400g*18,2
2022/7/6,蜀大侠成都绿地468店（直营店）,蜀大侠番茄汤膏300g*50(漫味龙),2
2022/7/6,蜀大侠成都绿地468店（直营店）,美好火腿肠170g*30,2
2022/7/6,蜀大侠成都绿地468店（直营店）,蜀大侠牛油底料600g*30(3.0版),1
